ProductID,Flerstyksintervaller,Flerstyksinterspriser
PROD20091,1;4;20;50;100,556.8;455.55;404.95;364.45;303.7
PROD20093,1;4;20;50;100,556.8;455.55;404.95;364.45;303.7
PROD20094,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20095,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20096,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20097,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20098,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20099,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20100,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20101,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20102,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20103,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20104,1;4;20;50;100,661.95;541.6;481.45;433.3;361.1
PROD20105,1;4;20;50;100,661.95;541.6;481.45;433.3;361.1
PROD20106,1;4;20;50;100,661.95;541.6;481.45;433.3;361.1
PROD20107,1;4;20;50;100,661.95;541.6;481.45;433.3;361.1
PROD20108,1;4;20;50;100,661.95;541.6;481.45;433.3;361.1
PROD20109,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20110,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20111,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20112,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20113,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20114,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20115,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20116,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20118,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20119,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20120,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20121,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20122,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20123,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20124,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20125,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20126,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20127,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20128,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20129,1;4;20;50;100,661.95;541.45;481.45;433.3;361.1
PROD20130,1;10;20;60;100;250,219;194;173;165;157;144
PROD20131,1;10;20;60;100;250,219;194;173;165;157;144
PROD20132,1;10;20;60;100;250,219;194;173;165;157;144
PROD20133,1;10;20;60;100;250,219;194;173;165;157;144
PROD20134,1;10;20;60;100;250,219;194;173;165;157;144
PROD20135,1;10;20;60;100;250,219;194;173;165;157;144
PROD20136,1;10;20;60;100;250,381;338;302;288;273;252
PROD20137,1;10;20;60;100;250,381;338;302;288;273;252
PROD20138,1;10;20;60;100;250,381;338;302;288;273;252
PROD20139,1;10;20;60;100;250,381;338;302;288;273;252
PROD20140,1;10;20;60;100;250,381;338;302;288;273;252
PROD20141,1;10;20;60;100;250,381;338;302;288;273;252
PROD20142,1;10;20;60;100;250,552;489;437;417;396;364
PROD20143,1;10;20;60;100;250,552;489;437;417;396;364
PROD20144,1;10;20;60;100;250,552;489;437;417;396;364
PROD20145,1;10;20;60;100;250,552;489;437;417;396;364
PROD20146,1;10;20;60;100;250,552;489;437;417;396;364
PROD20147,1;10;20;60;100;250,552;489;437;417;396;364
PROD20148,1,291
PROD20149,1,291
PROD20150,1,291
PROD20151,1,291
PROD20152,1,291
PROD20153,1,291
PROD20154,1,291
PROD20155,1,291
PROD20158,1,291
PROD20159,1,897
PROD20160,1,291
PROD20161,1,291
PROD20162,1,1388
PROD20163,1,1433
PROD20164,1,1629.5
PROD20165,1,7.35
PROD20166,1;10;50;250;500;1000,929.9;878;761;644;585;497
PROD20167,1;10;50;250;500;1000,929.9;878;761;644;585;497
PROD20168,1;10;50;250;500;1000,929.9;878;761;644;585;497
PROD20169,1;10;50;250;500;1000,929.9;878;761;644;585;497
PROD2017,1;10;50;250;500;1000,929.9;878;761;644;585;497
PROD20170,1;10;50;250;500;1000,929.9;878;761;644;585;497
PROD20171,10000;20000;30000,0.7;0.64;0.61
PROD20173,10000;20000;30000,0.7;0.64;0.61
PROD20174,10000;20000;30000,0.7;0.64;0.61
PROD20175,1,3214
PROD20176,1,4536
PROD20177,1,1202
PROD20178,1,2811
PROD20179,1,239
PROD20180,1,239
PROD20181,1,166.5
PROD20182,1,323
PROD20183,5,1357.75
PROD20184,1,1401
PROD20185,1,5786
PROD20186,1,1797
PROD20187,1,1203
PROD20188,1,98.7
PROD20189,1;6,692;459
PROD20190,1;6,692;459
PROD20192,1;2;3;5;10,2153;2060;1967;1873;1771
PROD20196,1;2;3;5;10,2153;2060;1967;1873;1771
PROD20197,1;2;3;5;10,2153;2060;1967;1873;1771
PROD20198,1;2;3;5;10,2153;2060;1967;1873;1771
PROD20199,1;2;3;5;10,2153;2060;1967;1873;1771
PROD20200,1;10;80;160;400;800,23.45;22.55;21.65;20.7;19.8;18.85
PROD20201,1;10;80;160;400;800,23.45;22.55;21.65;20.7;19.8;18.85
PROD20202,1;10;80;160;400;800,23.45;22.55;21.65;20.7;19.8;18.85
PROD20203,1;10;80;160;400;800,23.45;22.55;21.65;20.7;19.8;18.85
PROD20206,1;10;80;160;400;800,23.45;22.55;21.65;20.7;19.8;18.85
PROD20208,1;10;80;160;400;800,23.45;22.55;21.65;20.7;19.8;18.85
PROD20209,1;10;25;50;100;500,15.95;15.15;14.4;13.6;12.8;12
PROD2021,1;10;25;50;100;500,15.95;15.15;14.4;13.6;12.8;12
PROD20211,1;10;25;50;100;500,15.95;15.15;14.4;13.6;12.8;12
PROD20212,1;10;25;50;100;500,15.95;15.15;14.4;13.6;12.8;12
PROD20213,1;10;25;50;100;500,15.95;15.15;14.4;13.6;12.8;12
PROD20214,1;10;25;50;100;500,15.95;15.15;14.4;13.6;12.8;12
PROD20215,1,1489
PROD20216,1;10;80;160;400;800,22.95;21.9;20.75;19.6;18.45;17.3
PROD20217,1;10;80;160;400;800,22.95;21.9;20.75;19.6;18.45;17.3
PROD20218,1;10;80;160;400;800,22.95;21.9;20.75;19.6;18.45;17.3
PROD20219,1;10;80;160;400;800,22.95;21.9;20.75;19.6;18.45;17.3
PROD2022,1;10;80;160;400;800,22.95;21.9;20.75;19.6;18.45;17.3
PROD20221,1;10;80;160;400;800,22.95;21.9;20.75;19.6;18.45;17.3
PROD20222,1;10;160;320;480;800,15.05;14.3;13.55;12.8;12.05;11.3
PROD20223,1;10;160;320;480;800,15.05;14.3;13.55;12.8;12.05;11.3
PROD20224,1;10;160;320;480;800,15.05;14.3;13.55;12.8;12.05;11.3
PROD20225,1;10;160;320;480;800,15.05;14.3;13.55;12.8;12.05;11.3
PROD20226,1;10;160;320;480;800,15.05;14.3;13.55;12.8;12.05;11.3
PROD20227,1;10;160;320;480;800,15.05;14.3;13.55;12.8;12.05;11.3
PROD20228,1;10;25;50;100;360,8.3;8;7.7;7.4;7.05;6.75
PROD20229,1;10;25;50;100;360,8.3;8;7.7;7.4;7.05;6.75
PROD2023,1;10;25;50;100;360,8.3;8;7.7;7.4;7.05;6.75
PROD20230,1;10;25;50;100;360,8.3;8;7.7;7.4;7.05;6.75
PROD20231,1;10;25;50;100;360,8.3;8;7.7;7.4;7.05;6.75
PROD20232,1;10;25;50;100;360,8.3;8;7.7;7.4;7.05;6.75
PROD20233,1;25;360,9.6;7.85;5.95
PROD20234,1;25;360,9.6;7.85;5.95
PROD20235,1;25;360,9.6;7.85;5.95
PROD20236,1;10;48;96;288,20.55;18.6;15.7;15.2;14.7
PROD20237,1;10;48;96;288,20.55;18.6;15.7;15.2;14.7
PROD20238,1;10;48;96;288,20.55;18.6;15.7;15.2;14.7
PROD20239,1;10;48;96;288,20.55;18.6;15.7;15.2;14.7
PROD2024,1;10;48;96;288,20.55;18.6;15.7;15.2;14.7
PROD20241,1;10;48;96;288,20.5;18.55;15.65;15.15;14.65
PROD20242,1;10;48;96;288,20.5;18.55;15.65;15.15;14.65
PROD20243,1;10;48;96;288,20.5;18.55;15.65;15.15;14.65
PROD20244,1;10;48;96;288,20.5;18.55;15.65;15.15;14.65
PROD20245,1;10;48;96;288,20.5;18.55;15.65;15.15;14.65
PROD20246,1;10;48;96;288,57;51.6;43.45;42.1;40.75
PROD20247,1;10;48;96;288,57;51.6;43.45;42.1;40.75
PROD20248,1;10;48;96;288,57;51.6;43.45;42.1;40.75
PROD20249,1;10;48;96;288,57;51.6;43.45;42.1;40.75
PROD20250,1;10;48;96;288,57;51.6;43.45;42.1;40.75
PROD20251,1;10;24;96;288,77.35;70;58.95;57.1;55.25
PROD20252,1;10;24;96;288,77.35;70;58.95;57.1;55.25
PROD20253,1;10;24;96;288,77.35;70;58.95;57.1;55.25
PROD20254,1;10;24;96;288,77.35;70;58.95;57.1;55.25
PROD20255,1;10;24;96;288,77.35;70;58.95;57.1;55.25
PROD20256,1;5;12;192;384,19.7;17.8;15;14.55;14.05
PROD20257,1;5;12;192;384,19.7;17.8;15;14.55;14.05
PROD20259,1;5;12;192;384,19.7;17.8;15;14.55;14.05
PROD20260,1;5;12;192;384,19.7;17.8;15;14.55;14.05
PROD20261,1;5;12;192;384,19.7;17.8;15;14.55;14.05
PROD20262,1;10;36;108;324,29.1;26.35;22.2;21.5;20.8
PROD20263,1;10;36;108;324,29.1;26.35;22.2;21.5;20.8
PROD20264,1;10;36;108;324,29.1;26.35;22.2;21.5;20.8
PROD20265,1;10;36;108;324,29.1;26.35;22.2;21.5;20.8
PROD20266,1;10;36;108;324,29.1;26.35;22.2;21.5;20.8
PROD20267,1;10;36;108;324,35.5;32.15;27.05;26.2;25.35
PROD20268,1;10;36;108;324,35.5;32.15;27.05;26.2;25.35
PROD20269,1;10;36;108;324,35.5;32.15;27.05;26.2;25.35
PROD20270,1;10;36;108;324,35.5;32.15;27.05;26.2;25.35
PROD20271,1;10;36;108;324,35.5;32.15;27.05;26.2;25.35
PROD20272,1;10;36;108;324,63.55;57.5;48.45;46.9;45.4
PROD20273,1;10;36;108;324,63.55;57.5;48.45;46.9;45.4
PROD20274,1;10;36;108;324,63.55;57.5;48.45;46.9;45.4
PROD20275,1;10;36;108;324,63.55;57.5;48.45;46.9;45.4
PROD20276,1;10;36;108;324,63.55;57.5;48.45;46.9;45.4
PROD20277,1;10;24;96;288,101.3;91.65;77.15;74.75;72.35
PROD20278,1;10;24;96;288,101.3;91.65;77.15;74.75;72.35
PROD20279,1;10;24;96;288,101.3;91.65;77.15;74.75;72.35
PROD2028,1;10;24;96;288,101.3;91.65;77.15;74.75;72.35
PROD20280,1;10;24;96;288,101.3;91.65;77.15;74.75;72.35
PROD20281,1;5;10;144;288,29.5;26.7;22.5;21.8;21.1
PROD20282,1;5;10;144;288,29.5;26.7;22.5;21.8;21.1
PROD20283,1;5;10;144;288,29.5;26.7;22.5;21.8;21.1
PROD20284,1;5;10;144;288,29.5;26.7;22.5;21.8;21.1
PROD20285,1;5;10;144;288,29.5;26.7;22.5;21.8;21.1
PROD20286,1;10;24;96;384,51.15;46.25;38.95;37.75;36.55
PROD20287,1;10;24;96;384,51.15;46.25;38.95;37.75;36.55
PROD20288,1;10;24;96;384,51.15;46.25;38.95;37.75;36.55
PROD20289,1;10;24;96;384,51.15;46.25;38.95;37.75;36.55
PROD2029,1;10;24;96;384,51.15;46.25;38.95;37.75;36.55
PROD20290,1;10;24;48;96,67.75;61.3;51.65;50;48.4
PROD20291,1;10;24;48;96,67.75;61.3;51.65;50;48.4
PROD20292,1;10;24;48;96,67.75;61.3;51.65;50;48.4
PROD20293,1;10;24;48;96,67.75;61.3;51.65;50;48.4
PROD20294,1;10;24;48;96,67.75;61.3;51.65;50;48.4
PROD20295,1;5;16;80;320,116.55;105.45;88.8;86.05;83.25
PROD20297,1;5;16;80;320,116.55;105.45;88.8;86.05;83.25
PROD20298,1;5;16;80;320,116.55;105.45;88.8;86.05;83.25
PROD20299,1;5;16;80;320,116.55;105.45;88.8;86.05;83.25
PROD2030,1;5;16;80;320,116.55;105.45;88.8;86.05;83.25
PROD20300,1;5;12;60;240,156.75;141.8;119.45;115.7;111.95
PROD20301,1;5;12;60;240,156.75;141.8;119.45;115.7;111.95
PROD20302,1;5;12;60;240,156.75;141.8;119.45;115.7;111.95
PROD20303,1;5;12;60;240,156.75;141.8;119.45;115.7;111.95
PROD20304,1;5;12;60;240,156.75;141.8;119.45;115.7;111.95
PROD20305,1;10;72;144;288,57.05;51.8;43.95;42.65;41.35
PROD20306,1;10;72;144;288,57.05;51.8;43.95;42.65;41.35
PROD20307,1;10;72;144;288,57.05;51.8;43.95;42.65;41.35
PROD20308,1;10;72;144;288,57.05;51.8;43.95;42.65;41.35
PROD20309,1;10;72;144;288,57.05;51.8;43.95;42.65;41.35
PROD20310,1;10;100;200;600;1200,6.55;5.95;5;4.85;4.7;4.4
PROD20311,1;10;100;200;600;1200,6.55;5.95;5;4.85;4.7;4.4
PROD20313,1;10;100;200;600;1200,6.55;5.95;5;4.85;4.7;4.4
PROD20314,1;10;100;200;600;1200,6.55;5.95;5;4.85;4.7;4.4
PROD20315,1;10;100;200;600;1200,6.55;5.95;5;4.85;4.7;4.4
PROD20316,1;10;100;200;600;1200,6.55;5.95;5;4.85;4.7;4.4
PROD20317,1;10;100;400;800;1200,4.95;4.6;3.85;3.75;3.65;3.4
PROD20318,1;10;100;400;800;1200,4.95;4.6;3.85;3.75;3.65;3.4
PROD20319,1;10;100;400;800;1200,4.95;4.6;3.85;3.75;3.65;3.4
PROD20320,1;10;100;400;800;1200,4.95;4.6;3.85;3.75;3.65;3.4
PROD20321,1;10;100;400;800;1200,4.95;4.6;3.85;3.75;3.65;3.4
PROD20322,1;10;100;400;800;1200,4.95;4.6;3.85;3.75;3.65;3.4
PROD20323,1;10;100;240;480;960,22.05;19.95;16.8;16.3;15.75;14.7
PROD20324,1;10;100;240;480;960,22.05;19.95;16.8;16.3;15.75;14.7
PROD20325,1;10;100;240;480;960,22.05;19.95;16.8;16.3;15.75;14.7
PROD20326,1;10;100;240;480;960,22.05;19.95;16.8;16.3;15.75;14.7
PROD20327,1;10;100;240;480;960,22.05;19.95;16.8;16.3;15.75;14.7
PROD20328,1;10;100;240;480;960,22.05;19.95;16.8;16.3;15.75;14.7
PROD20329,1;10;100,5.95;5.35;4.75
PROD20330,1;10;100,5.95;5.35;4.75
PROD20331,1;10;100,5.95;5.35;4.75
PROD20332,1;10;100,4.6;4.15;3.7
PROD20333,1;10;100,4.6;4.15;3.7
PROD20334,1;10;100,4.6;4.15;3.7
PROD20335,1,435
PROD20336,1,2026
PROD20337,1,1091
PROD20338,1,498.5
PROD20339,1,51.15
PROD20340,1,899
PROD20341,1,1995
PROD20342,1;50,475.8;475.8
PROD20343,1;50,475.8;475.8
PROD20344,1;10;40;80;160,34.35;32.45;30.55;28.6;26.7
PROD20345,1;10;40;80;160,34.35;32.45;30.55;28.6;26.7
PROD20346,1;10;40;80;160,34.35;32.45;30.55;28.6;26.7
PROD20347,1;10;40;80;160,34.35;32.45;30.55;28.6;26.7
PROD20348,1;10;40;80;160,34.35;32.45;30.55;28.6;26.7
PROD20349,1,125
PROD20351,1,1488
PROD20352,50,217
PROD20353,1,14.95
PROD20354,1,968
PROD20355,1;200;400;600;800,129;68.82;61.12;52.79;50.96
PROD20356,1;200;400;600;800,129;68.82;61.12;52.79;50.96
PROD20357,1;200;400;600;800,129;68.82;61.12;52.79;50.96
PROD20358,1;200;400;600;800,129;68.82;61.12;52.79;50.96
PROD20359,1;200;400;600;800,129;68.82;61.12;52.79;50.96
PROD20360,1,328.9
PROD20361,1,11924
PROD20362,1;10;100;200;500;1000,304;289;203;172;149.1;138.5
PROD20363,1;10;100;200;500;1000,304;289;203;172;149.1;138.5
PROD20364,1;10;100;200;500;1000,304;289;203;172;149.1;138.5
PROD20365,1;10;100;200;500;1000,304;289;203;172;149.1;138.5
PROD20368,1;10;100;200;500;1000,304;289;203;172;149.1;138.5
PROD20369,1;10;100;200;500;1000,304;289;203;172;149.1;138.5
PROD20370,1;20,20.55;19.15
PROD20371,1;20,20.55;19.15
PROD20372,1,4629
PROD20373,1;10;50;250;500;1000,225;205;173;158;134;0
PROD20374,1;10;50;250;500;1000,225;205;173;158;134;0
PROD20375,1;10;50;250;500;1000,225;205;173;158;134;0
PROD20376,1;10;50;250;500;1000,225;205;173;158;134;0
PROD20377,1;10;50;250;500;1000,225;205;173;158;134;0
PROD20378,1;10;50;250;500;1000,225;205;173;158;134;0
PROD20379,1,1106
PROD2038,1,228
PROD20380,4,2289
PROD20381,1,123
PROD20382,1,227
PROD20383,1,239
PROD20384,1,214
PROD20385,1,287
PROD20386,1,287
PROD20387,1,414
PROD20388,1,259
PROD20389,1,399
PROD20390,1,497
PROD20391,1,654
PROD20392,1,1399
PROD20393,1,1399
PROD20394,1,1399
PROD20395,1,259
PROD20396,1,259
PROD20397,1,399
PROD20398,1,399
PROD20399,1,497
PROD20400,1,497
PROD20401,1,654
PROD20402,1,654
PROD20403,1,498
PROD20404,1,1365
PROD20405,1,638
PROD20406,1,1746
PROD20407,1,1497
PROD20408,1,1988
PROD20409,1,796
PROD20410,1,109
PROD20411,1,109
PROD20412,1,109
PROD20413,1,109
PROD20414,1,109
PROD20415,1,5175
PROD20416,1,469
PROD20417,10;14;18,935.4;922.8;912.5
PROD20418,10;14;18,935.4;922.8;912.5
PROD20419,10;14;18,935.4;922.8;912.5
PROD20420,2;4;8;10,1774.95;1611.8;1519.5;1481.65
PROD20421,2;4;8;10,1774.95;1611.8;1519.5;1481.65
PROD20422,2;4;8;10,1774.95;1611.8;1519.5;1481.65
PROD20423,2;4;8;10,1774.95;1611.8;1519.5;1481.65
PROD20425,1,16.5
PROD20426,1,69.9
PROD20427,1,0
PROD20428,1,4609
PROD20429,1,4609
PROD20431,1,957
PROD20432,1;2;3;5;10,987;947;907;866;822
PROD20435,1;2;3;5;10,987;947;907;866;822
PROD20436,1;2;3;5;10,987;947;907;866;822
PROD20437,1;2;3;5;10,987;947;907;866;822
PROD20438,1;2;3;5;10,987;947;907;866;822
PROD20439,1;10,898;794.25
PROD20440,1;10,898;794.25
PROD20441,1,98
PROD20442,100;194,118.1;107.32
PROD20443,100;194,118.1;107.32
PROD20444,1,600
PROD20445,1;10;50;250;500;1000,337;292;247;225;208.75;191
PROD20446,1;10;50;250;500;1000,337;292;247;225;208.75;191
PROD20447,1;10;50;250;500;1000,337;292;247;225;208.75;191
PROD20448,1;10;50;250;500;1000,337;292;247;225;208.75;191
PROD20449,1;10;50;250;500;1000,337;292;247;225;208.75;191
PROD20450,1;10;50;250;500;1000,337;292;247;225;208.75;191
PROD20451,1,519.5
PROD20452,1,1249
PROD20454,1,706
PROD20455,1,69
PROD20456,1,47.25
PROD20457,1,2.25
PROD20458,1,1175
PROD20459,1,1175
PROD20460,1,1175
PROD20461,1,1944
PROD20462,1,1944
PROD20463,1,1569
PROD20464,1,1944
PROD20466,1,2724
PROD20467,1;10,2724;898
PROD20468,1;10,2724;898
PROD20469,1,2724
PROD20470,1,1865
PROD20471,1,1865
PROD20472,1,1865
PROD20473,1,2633
PROD20474,1,2633
PROD20475,1,2355
PROD20476,1,2633
PROD20477,1,3416
PROD20478,1,3416
PROD20479,1,3416
PROD20480,1,632
PROD20481,1,938
PROD20482,1,1191
PROD20483,1,1659
PROD20484,1,1434
PROD20486,1;10;20;60;100;250,449;399;356;339;322;297
PROD20487,1;10;20;60;100;250,449;399;356;339;322;297
PROD20489,1;10;20;60;100;250,449;399;356;339;322;297
PROD20491,1;10;20;60;100;250,449;399;356;339;322;297
PROD20492,1;10;20;60;100;250,449;399;356;339;322;297
PROD20493,1;10;20;60;100;250,449;399;356;339;322;297
PROD20494,1;10;20;60;100;250,805;714;638;608;577;532
PROD20495,1;10;20;60;100;250,805;714;638;608;577;532
PROD20496,1;10;20;60;100;250,805;714;638;608;577;532
PROD20497,1;10;20;60;100;250,805;714;638;608;577;532
PROD20498,1;10;20;60;100;250,805;714;638;608;577;532
PROD20499,1;10;20;60;100;250,805;714;638;608;577;532
PROD20500,1,1833
PROD20501,1;5;10;25;100;250,99.5;93.45;83.1;78.9;74.75;68.55
PROD20502,1;5;10;25;100;250,99.5;93.45;83.1;78.9;74.75;68.55
PROD20503,1;5;10;25;100;250,99.5;93.45;83.1;78.9;74.75;68.55
PROD20504,1;5;10;25;100;250,99.5;93.45;83.1;78.9;74.75;68.55
PROD20505,1;5;10;25;100;250,99.5;93.45;83.1;78.9;74.75;68.55
PROD20506,1;5;10;25;100;250,99.5;93.45;83.1;78.9;74.75;68.55
PROD20507,1;5;10;25;100;250,103.85;93.45;83.1;78.9;74.75;68.55
PROD20508,1;5;10;25;100;250,103.85;93.45;83.1;78.9;74.75;68.55
PROD20509,1;5;10;25;100;250,103.85;93.45;83.1;78.9;74.75;68.55
PROD20510,1;5;10;25;100;250,103.85;93.45;83.1;78.9;74.75;68.55
PROD20511,1;5;10;25;100;250,103.85;93.45;83.1;78.9;74.75;68.55
PROD20512,1;5;10;25;100;250,103.85;93.45;83.1;78.9;74.75;68.55
PROD20513,1,239
PROD20514,1;3;5;10;20,826;793;759;727;689
PROD20515,1;3;5;10;20,826;793;759;727;689
PROD20516,1;3;5;10;20,826;793;759;727;689
PROD20517,1;3;5;10;20,826;793;759;727;689
PROD20518,1;3;5;10;20,826;793;759;727;689
PROD20519,1,469
PROD20520,1,1314
PROD20521,1,1397
PROD20522,1,1838
PROD20523,1,1308
PROD20524,1,1358
PROD20525,1,329
PROD20526,1;10,176;152
PROD20527,1;10,176;152
PROD20528,1,49
PROD20529,1,56
PROD20530,1,67
PROD20531,1,88
PROD20532,1,115
PROD20533,1,2385
PROD20534,1;10,81;70
PROD20535,1;10,81;70
PROD20536,1;10,97;84
PROD20537,1;10,97;84
PROD20538,1;10,107;93
PROD20539,1;10,107;93
PROD20540,1;10,137;118
PROD20541,1;10,137;118
PROD20542,1;10,168;145
PROD20543,1;10,168;145
PROD20544,1;10,209;181
PROD20545,1;10,209;181
PROD20546,1;10,86;74
PROD20547,1;10,86;74
PROD20548,1;10,126;109
PROD20549,1;10,126;109
PROD20550,1;10,174;150
PROD20551,1;10,174;150
PROD20552,1,2813
PROD20553,1;10,241;208
PROD20555,1;10,241;208
PROD20556,1;10,325;281
PROD20557,1;10,325;281
PROD20558,1;10,119;103
PROD20559,1;10,119;103
PROD20560,1;10,127;110
PROD20561,1;10,127;110
PROD20562,1;10,160;138
PROD20563,1;10,160;138
PROD20564,1;10,246;212
PROD20565,1;10,246;212
PROD20566,1;10,312;270
PROD20567,1;10,312;270
PROD20568,1;10,413;357
PROD20569,1;10,413;357
PROD20570,1;10,412;356
PROD20571,1;10,412;356
PROD20572,1;2;3;5;10,1810;1732;1655;1577;1492
PROD20573,1;2;3;5;10,1810;1732;1655;1577;1492
PROD20574,1;2;3;5;10,1810;1732;1655;1577;1492
PROD20575,1;2;3;5;10,1810;1732;1655;1577;1492
PROD20576,1;2;3;5;10,1810;1732;1655;1577;1492
PROD20577,1,3675
PROD20578,1,1276
PROD20579,1;2;3;5;10,1299;1248;1198;1143;1079
PROD20580,1;2;3;5;10,1299;1248;1198;1143;1079
PROD20581,1;2;3;5;10,1299;1248;1198;1143;1079
PROD20582,1;2;3;5;10,1299;1248;1198;1143;1079
PROD20583,1;2;3;5;10,1299;1248;1198;1143;1079
PROD20584,1;2;3;5;10,1515;1451;1386;1322;1251
PROD20585,1;2;3;5;10,1515;1451;1386;1322;1251
PROD20586,1;2;3;5;10,1515;1451;1386;1322;1251
PROD20587,1;2;3;5;10,1515;1451;1386;1322;1251
PROD20588,1;2;3;5;10,1515;1451;1386;1322;1251
PROD20589,1;2;3;5;10,1274;1218;1167;1099;1049
PROD20590,1;2;3;5;10,1274;1218;1167;1099;1049
PROD20591,1;2;3;5;10,1274;1218;1167;1099;1049
PROD20592,1;2;3;5;10,1274;1218;1167;1099;1049
PROD20593,1;2;3;5;10,1274;1218;1167;1099;1049
PROD20594,1;2;3;5;10,1274;1218;1167;1099;1049
PROD20595,1;2;3;5;10,1274;1218;1167;1099;1049
PROD20596,1;2;3;5;10,1274;1218;1167;1099;1049
PROD20597,1;2;3;5;10,1274;1218;1167;1099;1049
PROD20598,1;2;3;5;10,1274;1218;1167;1099;1049
PROD20599,1;2;3;5;10,1413;1354;1294;1234;1168
PROD20600,1;2;3;5;10,1413;1354;1294;1234;1168
PROD20601,1;2;3;5;10,1413;1354;1294;1234;1168
PROD20602,1;2;3;5;10,1413;1354;1294;1234;1168
PROD20603,1;2;3;5;10,1413;1354;1294;1234;1168
PROD20604,1;2;3;5;10,1328;1272;1216;1160;1099
PROD20605,1;2;3;5;10,1328;1272;1216;1160;1099
PROD20606,1;2;3;5;10,1328;1272;1216;1160;1099
PROD20607,1;2;3;5;10,1328;1272;1216;1160;1099
PROD20608,1;2;3;5;10,1328;1272;1216;1160;1099
PROD20609,1;2;3;5;10,1536;1472;1409;1345;1275
PROD20610,1;2;3;5;10,1536;1472;1409;1345;1275
PROD20612,1;2;3;5;10,1536;1472;1409;1345;1275
PROD20613,1;2;3;5;10,1536;1472;1409;1345;1275
PROD20614,1;2;3;5;10,1536;1472;1409;1345;1275
PROD20615,1;2;3;5;10,1291;1237;1183;1129;1069
PROD20616,1;2;3;5;10,1291;1237;1183;1129;1069
PROD20617,1;2;3;5;10,1291;1237;1183;1129;1069
PROD20618,1;2;3;5;10,1291;1237;1183;1129;1069
PROD20619,1;2;3;5;10,1291;1237;1183;1129;1069
PROD20620,1,1698
PROD20621,1,4050
PROD20622,1,1698
PROD20623,1,1698
PROD20624,1,1698
PROD20625,1,749
PROD20626,1;2;3;5;10,1087;1039;997;948;899
PROD20627,1;2;3;5;10,1087;1039;997;948;899
PROD20628,1;2;3;5;10,1087;1039;997;948;899
PROD20629,1;2;3;5;10,1087;1039;997;948;899
PROD20630,1;2;3;5;10,1087;1039;997;948;899
PROD20631,1;2;3;5;10,1087;1039;997;948;899
PROD20632,1;2;3;5;10,1087;1039;997;948;899
PROD20633,1;2;3;5;10,1087;1039;997;948;899
PROD20634,1;2;3;5;10,1087;1039;997;948;899
PROD20635,1;2;3;5;10,1087;1039;997;948;899
PROD20636,1,749
PROD20637,1,749
PROD20639,1,6225
PROD20640,1,1799
PROD20641,1;5;10,67;61;55
PROD20642,1;5;10,67;61;55
PROD20643,1;5;10,67;61;55
PROD20644,1,1708
PROD20645,1;3;6,376;365;353
PROD20646,1;3;6,376;365;353
PROD20647,1;3;6,376;365;353
PROD20648,1,3214
PROD20649,1,36.4
PROD20650,2;4;8;10,1774.95;1611.8;1519.5;1481.65
PROD20651,2;4;8;10,1774.95;1611.8;1519.5;1481.65
PROD20652,2;4;8;10,1774.95;1611.8;1519.5;1481.65
PROD20653,2;4;8;10,1774.95;1611.8;1519.5;1481.65
PROD20654,1,1649
PROD20655,1;3;5;10;20,488;479;466;452;439
PROD20656,1;3;5;10;20,488;479;466;452;439
PROD20657,1;3;5;10;20,488;479;466;452;439
PROD20658,1;3;5;10;20,488;479;466;452;439
PROD20659,1;3;5;10;20,488;479;466;452;439
PROD20660,1;5;10,659;634;608
PROD20661,1;5;10,659;634;608
PROD20662,1;5;10,659;634;608
